locations/id,locations/response/destination_addresses/0,locations/response/origin_addresses/0,locations/response/rows/0/elements/0/status,locations/response/status,locations/response/rows/0/elements/0/distance/text,locations/response/rows/0/elements/0/distance/value,locations/response/rows/0/elements/0/duration/text,locations/response/rows/0/elements/0/duration/value
https://reality.idnes.cz/detail/prodej/byt/praha-10-zitomirska/6012eef8a9f78e2922733163/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jičínská 10, 130 00 Praha 3-Vinohrady, Czechia","Madridská 1396, 101 00 Praha 10-Vršovice, Czechia",OK,OK,1.2 km,1161,17 mins,997
https://reality.idnes.cz/detail/prodej/byt/praha-10-petrohradska/608a703819c15702822b7bc3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Vinohradská 878, 130 00 Praha 3-Vinohrady, Czechia","Petrohradská 6/7, 101 00 Praha 10-Vršovice, Czechia",OK,OK,1.5 km,1529,22 mins,1330
https://sreality.cz/detail/prodej/byt/3+1/praha-prosek-bilinska/3125828956,"Metro Střížkov, vestibul stanice metra, 190 00 Praha-Praha 9, Czechia","Bílinská 9, 190 00 Praha 9-Prosek, Czechia",OK,OK,0.5 km,545,6 mins,384
https://reality.idnes.cz/detail/prodej/byt/praha-1-senovazne-namesti/608152d5d2e350769330dd02/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Havlíčkova 1462/7, Nové Město, 110 00 Praha-Praha 1, Czechia","Senovážné nám. 978/23, Nové Město, 110 00 Praha-Praha 1, Czechia",OK,OK,0.3 km,289,4 mins,210
https://reality.idnes.cz/detail/prodej/byt/praha-4-k-vystrkovu/5ff31a4373bfa750f5146fe6/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Smíchovské nádraží, 150 00 Praha-Praha 5, Czechia","K Vystrkovu 4, 143 00 Praha 12, Czechia",OK,OK,7.7 km,7663,1 hour 33 mins,5604
https://www.remax-czech.cz/reality/detail/310277/prodej-bytu-3-1-v-osobnim-vlastnictvi-68-m2-praha-4-nusle,"Děkanská vinice I 1634/17, 140 00 Praha 4-Nusle, Czechia","Kotorská 1572/18, 140 00 Praha 4-Nusle, Czechia",OK,OK,0.5 km,490,6 mins,346
https://reality.idnes.cz/detail/prodej/byt/praha-9-drahobejlova/5fcf8ef2c6147b68a76f3316/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Českomoravská, 190 00 Praha-Praha 9, Czechia","Drahobejlova 9, 190 00 Praha 8-Libeň, Czechia",OK,OK,0.5 km,535,6 mins,386
https://reality.idnes.cz/detail/prodej/byt/praha-5-plzenska/5fbcdfd9ccd4e866553a11c2/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nemocnice Motol, 150 00 Praha-Praha 5, Czechia","Plzeňská 21/312, 150 00 Praha 5-Motol, Czechia",OK,OK,1.8 km,1849,24 mins,1433
https://reality.idnes.cz/detail/prodej/byt/praha-6-podbabska/6058a2c4bddf16359860c4f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Dejvická, 160 00 Praha-Praha 6, Czechia","Hydrologický ústav, 160 00 Praha-Praha 6, Czechia",OK,OK,1.8 km,1757,24 mins,1432
https://reality.idnes.cz/detail/prodej/byt/praha-1-reznicka/60800d3de941ea6bc750e9f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Magdalény Rettigové 82, Nové Město, 110 00 Praha-Praha 1, Czechia","Řeznická 110 00, Nové Město, 110 00 Praha-Praha 1, Czechia",OK,OK,0.4 km,360,4 mins,246
https://www.remax-czech.cz/reality/detail/300009/prodej-bytu-1-kk-v-osobnim-vlastnictvi-51-m2-praha-10-strasnice,"Depo Hostivař, 100 00 Praha-Praha 10, Czechia","Třebohostická 10, Strašnice, 100 00 Praha-Praha 10, Czechia",OK,OK,0.9 km,929,12 mins,700
https://reality.idnes.cz/detail/prodej/byt/praha-8-nad-rokoskou/60757198f8cd2b5cf84f3083/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Kobylisy, 182 00 Praha-Praha 8, Czechia","Nad Rokoskou 17, 182 00 Praha 8, Czechia",OK,OK,0.6 km,640,11 mins,656
https://reality.idnes.cz/detail/prodej/byt/praha-3-jeronymova/5f7b632f17f46502846be883/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Thámova 32, 186 00 Praha 8-Karlín, Czechia","Jeronýmova 750, 130 00 Praha 3-Žižkov, Czechia",OK,OK,1.1 km,1127,15 mins,896
https://sreality.cz/detail/prodej/byt/1+1/praha-liben-sokolovska/3606015324,"Palmovka 180 00, 180 00 Praha 8-Palmovka, Czechia","Sokolovská 1278, 180 00 Praha 8-Libeň, Czechia",OK,OK,0.4 km,427,5 mins,323
https://reality.idnes.cz/detail/prodej/byt/praha-1-spalena/5ffd9da1e89c690aaa59af93/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Magdalény Rettigové 82, Nové Město, 110 00 Praha-Praha 1, Czechia","Studio Dermacol - Quadrio, Spálená 2121 OC Quadrio, přízemí, 110 00 Praha 1, Czechia",OK,OK,0.2 km,182,2 mins,135
https://www.remax-czech.cz/reality/detail/291938/prodej-bytu-4-kk-v-osobnim-vlastnictvi-173-m2-praha-5-smichov,"Nádražní 222, Smíchov, 150 00 Praha-Praha 5, Czechia","Nádražní 66, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,0.1 km,95,1 min,70
https://reality.idnes.cz/detail/prodej/byt/praha-10-ruska/608ebaff540a6150211b5483/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Vinohradská 2405, Vinohrady, 130 00 Praha-Praha 3, Czechia","Ruská 1526, 100 00 Praha 10-Vršovice, Czechia",OK,OK,0.9 km,884,13 mins,756
https://www.prazskereality.cz/exkluzivne-nabizime-klimatizovany-byt-4-kk-umisteny-v-5--6726946.html,"nám. Republiky 1077, Nové Město, 110 00 Praha-Praha 1, Czechia","Soukenická 22, 110 00 Praha 1-Petrská čtvrť, Czechia",OK,OK,0.4 km,433,6 mins,334
https://www.prazskereality.cz/prestante-snit-o-novem-bydleni-probudte-se-v-nem-vazeni--7336226.html,"Náměstí Míru 585/11, 120 00 Praha 2-Vinohrady, Czechia","Perucká 2481/5, Vinohrady, 120 00 Praha-Praha 2, Czechia",OK,OK,1.0 km,1034,15 mins,895
https://sreality.cz/detail/prodej/byt/2+1/praha-vrsovice-ruska/213031516,"Vinohradská 2405, Vinohrady, 130 00 Praha-Praha 3, Czechia","Ruská 1526, 100 00 Praha 10-Vršovice, Czechia",OK,OK,0.9 km,884,13 mins,756
https://reality.idnes.cz/detail/prodej/byt/praha-1-skorepka/60757a1734d0cf2aae0299b3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Národní 365, Staré Město, 110 00 Praha-Praha 1, Czechia","Skořepka 9, 110 00 Praha 1-Staré Město, Czechia",OK,OK,0.2 km,217,3 mins,167
https://reality.idnes.cz/detail/prodej/byt/praha-3-olsanska/6071f40b43059c4d4a1e1ed3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Flora, 130 00 Praha-Praha 3, Czechia","Olšanská 3, 130 00 Praha 3-Žižkov, Czechia",OK,OK,1.0 km,1039,14 mins,844
https://reality.idnes.cz/detail/prodej/byt/praha-13-precechtelova/60589328b1f7e719f3590562/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Unnamed Road, 158 00 Praha 13, Czechia","Přecechtělova 2240/5, 155 00 Praha 13-Stodůlky, Czechia",OK,OK,1.9 km,1912,24 mins,1427
https://reality.idnes.cz/detail/prodej/byt/praha-5-vrazova/5aaf9838a26e3a78ee600dd0/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Bozděchova 3, Smíchov, 150 00 Praha-Praha 5, Czechia","Vrázova 535, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,0.3 km,312,4 mins,238
https://reality.idnes.cz/detail/prodej/byt/praha-5-na-vaclavce/6081402e8f2641729e480b33/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Radlická 158 00, 150 00 Praha 5, Czechia","Na Václavce 32, 150 00 Praha 5, Czechia",OK,OK,1.4 km,1412,20 mins,1228
https://reality.idnes.cz/detail/prodej/byt/praha-2-sumavska/606de32216de4653f966f122/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Vinohradská 99, 120 00 Praha 2-Vinohrady, Czechia","Slovenská 9, 120 00 Praha 2-Vinohrady, Czechia",OK,OK,0.8 km,809,10 mins,599
https://sreality.cz/detail/prodej/byt/2+kk/praha-cerny-most-bryksova/2786197084,"Prague, Černý Most, 198 00 Praha-Praha 14, Czechia","Bryksova 198 00, 198 00 Praha 14-Černý Most, Czechia",OK,OK,0.5 km,536,7 mins,444
https://www.remax-czech.cz/reality/detail/309326/prodej-bytu-4-kk-v-osobnim-vlastnictvi-134-m2-praha-8-liben,"Palmovka 180 00, 180 00 Praha 8-Palmovka, Czechia","Sokolovská 1278, 180 00 Praha 8-Libeň, Czechia",OK,OK,0.4 km,427,5 mins,323
https://reality.idnes.cz/detail/prodej/byt/praha-5-podbelohorska/5eb558f337ba4d47506a3767/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Liberijská 568, 160 00 Praha 6-Vokovice, Czechia","Podbělohorská 190/73, 150 00 Praha-Praha 5, Czechia",OK,OK,4.6 km,4578,59 mins,3547
https://reality.idnes.cz/detail/prodej/byt/praha-5-toufarova/5ee98df337ba4d7b881db3e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Stodůlky, 155 00 Praha-Praha 13, Czechia","Toufarova 3015, 155 00 Řeporyje, Czechia",OK,OK,1.0 km,1028,14 mins,837
https://reality.idnes.cz/detail/prodej/byt/praha-7-u-pergamenky/6021512801688d5f1317e6b3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","Ortenovo nám. 1311, 170 00 Praha 7-Holešovice, Czechia",OK,OK,0.8 km,801,11 mins,638
https://reality.idnes.cz/detail/prodej/byt/praha-3-jeseniova/607db5e83aba95753032cd63/?s-et=flat&s-ot=sale&s-l=VUSC-19,"663, Sokolovská, 186 00 Praha 8-Invalidovna, Czechia","Jeseniova 582, 130 00 Praha 3-Žižkov, Czechia",OK,OK,1.4 km,1359,18 mins,1078
https://reality.idnes.cz/detail/prodej/byt/praha-5-naskove/6001669b5096ae2b095817a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jinonice, 158 00 Praha 5, Czechia","Naskové 42, 150 00 Praha 5, Czechia",OK,OK,1.5 km,1457,20 mins,1181
https://www.prazskereality.cz/nabizim-k-prodeji-luxusni-byt-3-kk-90-m2-s-dvema-balkony-7364749.html,"50.04658025100008,14.305064858000037","0,0",ZERO_RESULTS,OK,,,,
https://sreality.cz/detail/prodej/byt/2+kk/praha--tresnova/3864268636,"Hloubětín, 198 00 Praha-Praha 14, Czechia","Třešňová 844/9, 198 00 Praha 14-Hloubětín, Czechia",OK,OK,2.1 km,2096,26 mins,1576
https://reality.idnes.cz/detail/prodej/byt/praha-5-peroutkova/60413277f4795139961ad8c3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Radlická 158 00, 150 00 Praha 5, Czechia","Na Farkáně III 46, 150 00 Praha 5, Czechia",OK,OK,0.7 km,735,10 mins,578
https://reality.idnes.cz/detail/prodej/byt/praha-5-plzenska/6040b7c4bc5557253e4f5ec3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nemocnice Motol, 150 00 Praha-Praha 5, Czechia","Plzeňská 21/312, 150 00 Praha 5-Motol, Czechia",OK,OK,1.8 km,1849,24 mins,1433
https://reality.idnes.cz/detail/prodej/byt/praha-4-nuselska/603936d6534886327415ba43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Pankrác, 140 00 Praha-Praha 4, Czechia","Nuselská 1495, 140 00 Praha 4-Nusle, Czechia",OK,OK,1.5 km,1504,21 mins,1274
https://reality.idnes.cz/detail/prodej/byt/praha-7-mala-plynarni/60702d613b1d7e3bcd22a643/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","Malá Plynární 286/7, 170 00 Praha 7-Holešovice, Czechia",OK,OK,0.4 km,417,6 mins,343
https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/60487f2e88c8c773aa095843/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Nádražní 222, Smíchov, 150 00 Praha-Praha 5, Czechia","Grafická 854/15, Smíchov, 150 00 Praha-Praha 5, Czechia",OK,OK,0.9 km,913,12 mins,698
https://reality.idnes.cz/detail/prodej/byt/praha-8-rohanske-nabrezi/5f30e5dc558f07179e1a4bf3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Thámova 681/32, Karlín, 186 00 Praha-Praha 8, Czechia","Rohanské nábř. 29, 186 00 Praha 8-Karlín, Czechia",OK,OK,0.3 km,335,4 mins,250
https://reality.idnes.cz/detail/prodej/byt/praha-9-dolezalova/607569db41118801a554401b/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Cíglerova 8, 198 00 Praha 14-Černý Most, Czechia","Doležalova 1048/9, 198 00 Praha 14-Černý Most, Czechia",OK,OK,0.9 km,889,11 mins,674
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60657beff3c5bc12f06629f3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,1.3 km,1324,16 mins,932
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658efd27242b74be260904/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,1.3 km,1324,16 mins,932
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658f3f045a21115051ef43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,1.3 km,1324,16 mins,932
https://reality.idnes.cz/detail/prodej/byt/praha-4-nuselska/608c6ab095f2f262c27b0b43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Pankrác, 140 00 Praha-Praha 4, Czechia","Nuselská 1495, 140 00 Praha 4-Nusle, Czechia",OK,OK,1.5 km,1504,21 mins,1274
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658d223236695106789363/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,1.3 km,1324,16 mins,932
https://reality.idnes.cz/detail/prodej/byt/praha-8-rohanske-nabrezi/5f8eb00b9723dd58e0252cb3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Thámova 681/32, Karlín, 186 00 Praha-Praha 8, Czechia","Rohanské nábř. 29, 186 00 Praha 8-Karlín, Czechia",OK,OK,0.3 km,335,4 mins,250
https://reality.idnes.cz/detail/prodej/byt/praha-3-jeseniova/605dd07f9ab2df514060cb93/?s-et=flat&s-ot=sale&s-l=VUSC-19,"663, Sokolovská, 186 00 Praha 8-Invalidovna, Czechia","Jeseniova 582, 130 00 Praha 3-Žižkov, Czechia",OK,OK,1.4 km,1359,18 mins,1078
https://reality.idnes.cz/detail/prodej/byt/praha-8-nad-rokoskou/607571d17059493aa07ebe43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Kobylisy, 182 00 Praha-Praha 8, Czechia","Nad Rokoskou 17, 182 00 Praha 8, Czechia",OK,OK,0.6 km,640,11 mins,656
https://reality.idnes.cz/detail/prodej/byt/praha-10-tolsteho/608a96794224f976541ae6a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jičínská 10, 130 00 Praha 3-Vinohrady, Czechia","Tolstého 726, 101 00 Praha 10-Vršovice, Czechia",OK,OK,0.9 km,904,13 mins,765
https://reality.idnes.cz/detail/prodej/byt/praha-17-makovskeho/608149d37facef018730e7a2/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Zličín, 155 00 Praha-Zličín, Czechia","Makovského 1147/6, 163 00 Praha 17-Řepy, Czechia",OK,OK,2.4 km,2351,30 mins,1823
https://www.remax-czech.cz/reality/detail/311226/prodej-bytu-1-1-v-osobnim-vlastnictvi-55-m2-praha-10-vrsovice,"Jičínská 10, 130 00 Praha 3-Vinohrady, Czechia","Tolstého 726, 101 00 Praha 10-Vršovice, Czechia",OK,OK,0.9 km,904,13 mins,765
https://reality.idnes.cz/detail/prodej/byt/praha-10-kodanska/602cd540b4dc4b3a312f7e83/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jičínská 10, 130 00 Praha 3-Vinohrady, Czechia","Slovinská, 101 00 Praha-Praha 10, Czechia",OK,OK,1.1 km,1059,15 mins,894
https://reality.idnes.cz/detail/prodej/byt/praha-10-k-botici/601281f40080e35fdf580546/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Vinohradská 878, 130 00 Praha 3-Vinohrady, Czechia","K Botiči 1439/5, 101 00 Praha 10-Vršovice, Czechia",OK,OK,1.6 km,1633,23 mins,1408
https://reality.idnes.cz/detail/prodej/byt/praha-10/608d3c738831dc50304dda43/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Opatovská 871, 149 00 Praha 11, Czechia","Kašovická, Nové nám., 104 00 Praha 22-Uhříněves, Czechia",OK,OK,7.8 km,7785,1 hour 38 mins,5859
https://reality.idnes.cz/detail/prodej/byt/praha-10-pocernicka/60487ddc9678d1183c4e7043/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Strašnická, 100 00 Praha-Praha 10, Czechia","Počernická 797/10, 100 00 Praha-Strašnice, Czechia",OK,OK,1.0 km,991,12 mins,705
https://reality.idnes.cz/detail/prodej/byt/praha-8-u-libenskeho-pivovaru/60844a8e92d316448d49b1e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","U Libeňského pivovaru 8, 180 00 Praha 8, Czechia",OK,OK,0.4 km,397,5 mins,298
https://www.prazskereality.cz/v-exkluzivnim-zastoupeni-nabizime-k-prodeji-tento-svetly-7300038.html,"U Obecního domu 660/6, 110 00 Praha 1-Staré Město, Czechia","Masná, 110 00 Praha-Praha 1, Czechia",OK,OK,0.5 km,468,6 mins,352
https://reality.idnes.cz/detail/prodej/byt/praha-7-mala-plynarni/60702c541947bb3638522c6b/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Plynární 170 00, 170 00 Praha 7-Holešovice, Czechia","Malá Plynární 286/7, 170 00 Praha 7-Holešovice, Czechia",OK,OK,0.4 km,417,6 mins,343
https://reality.idnes.cz/detail/prodej/byt/praha-4-choceradska/607d7833267eee29a00b80e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Chodov, 148 00 Praha-Praha 11, Czechia","Choceradská 3118, 141 00 Praha 4, Czechia",OK,OK,2.0 km,1982,28 mins,1673
https://reality.idnes.cz/detail/prodej/byt/praha-10-novgorodska/5dc18da737ba4d01601407d5/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Jiřího z Poděbrad, 120 00 Praha-Praha 2, Czechia","Novgorodská 3, 101 00 Praha 10-Vršovice, Czechia",OK,OK,1.8 km,1756,25 mins,1501
https://reality.idnes.cz/detail/prodej/byt/praha-6-drnovska/6064fb481e4523629e21c1e3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Zličín, 155 00 Praha-Zličín, Czechia","Drnovská 2, 161 00 Praha 6, Czechia",OK,OK,4.1 km,4118,53 mins,3184
https://reality.idnes.cz/detail/prodej/byt/praha-1-masna/5f7ef5435b59a008ce1eb874/?s-et=flat&s-ot=sale&s-l=VUSC-19,"U Obecního domu 660/6, 110 00 Praha 1-Staré Město, Czechia","Masná, 110 00 Praha-Praha 1, Czechia",OK,OK,0.5 km,468,6 mins,352
https://www.remax-czech.cz/reality/detail/307901/prodej-bytu-2-1-v-osobnim-vlastnictvi-57-m2-praha-6-brevnov,"Brunclíkova 1757, 162 00 Praha 6-Břevnov, Czechia","Šantrochova 1864, 162 00 Praha 6-Břevnov, Czechia",OK,OK,0.5 km,497,6 mins,366
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/6065895765c22b4fee35f5c3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,1.3 km,1324,16 mins,932
https://reality.idnes.cz/detail/prodej/byt/praha-14-cernodolska/6087fc322e9d0a127b0f11d5/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Černý Most, 198 00 Praha-Praha 14, Czechia","Černodolská 190 12, 190 12 Praha-Dolní Počernice, Czechia",OK,OK,3.4 km,3420,43 mins,2585
https://www.prazskereality.cz/v-exkluzivnim-zastoupeni-nabizime-svetly-a-vzdusny-byt-3-7193637.html,"Nemocnice Motol, 150 00 Praha-Praha 5, Czechia","Slavická 1154, 150 00 Praha 5-Košíře, Czechia",OK,OK,1.6 km,1586,22 mins,1348
https://reality.idnes.cz/detail/prodej/byt/praha-8-cervena-ban/60658bc5aa9a60176d5e12d3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Na Hrázi 21, 180 00 Praha 8-Palmovka, Czechia","Červená báň 356/1, 180 00 Praha 8-Libeň, Czechia",OK,OK,1.3 km,1324,16 mins,932
https://reality.idnes.cz/detail/prodej/byt/praha-4-sladkovicova/603646d29e944257a9530573/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Kačerov, 141 00 Praha-Praha 4, Czechia","Sládkovičova 16, 142 00 Praha 4, Czechia",OK,OK,2.6 km,2624,32 mins,1945
https://reality.idnes.cz/detail/prodej/byt/praha-6/6086c052fcf6b00d12134a53/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Zličín, 155 00 Praha-Zličín, Czechia","Severýnova 8, 163 00 Praha 17, Czechia",OK,OK,2.8 km,2767,36 mins,2167
https://reality.idnes.cz/detail/prodej/byt/praha-8-na-zertvach/5f8d2fd8129bf07d293ea203/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Zenklova 351, 180 00 Praha 8-Libeň, Czechia","Na Žertvách 10, 180 00 Praha 8-Palmovka, Czechia",OK,OK,65 m,65,1 min,49
https://reality.idnes.cz/detail/prodej/byt/praha-4-nad-lomem/6086db3b2049c27795658153/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Smíchovské nádraží, 150 00 Praha-Praha 5, Czechia","Nad Lomem 1281, 147 00 Praha 4-Braník, Czechia",OK,OK,3.9 km,3917,51 mins,3063
https://reality.idnes.cz/detail/prodej/byt/praha-5-borovanskeho/60002f95a7bfe24ae04041a3/?s-et=flat&s-ot=sale&s-l=VUSC-19,"Unnamed Road, 158 00 Praha 13, Czechia","Borovanského 2217/5, 155 00 Praha 13-Stodůlky, Czechia",OK,OK,1.7 km,1725,22 mins,1290
